cgmlst_ST	cgmlst_distance	cgmlst_found_loci	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
	0.024242424242424288	329	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701819_assembly.fasta	SRR32701819_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.027272727272727226	329	2018-SEQ-0244	321	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701820_assembly.fasta	SRR32701820_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701822_assembly.fasta	SRR32701822_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-CAL-0016	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701823_assembly.fasta	SRR32701823_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0501	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701824_assembly.fasta	SRR32701824_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0244	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR32701853_assembly.fasta	SRR32701853_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4039824277	0.06060606060606055	330	SRR1969045	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745401_assembly.fasta	SRR33745401_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3556853664	0.0636363636363636	330	SRR1969045	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745402_assembly.fasta	SRR33745402_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1573024636	0.06060606060606055	330	SRR1969045	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745403_assembly.fasta	SRR33745403_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.054545454545454564	329	2018-SEQ-0351	312	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745404_assembly.fasta	SRR33745404_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
511470377	0.051515151515151514	330	2018-SEQ-0244	313	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745405_assembly.fasta	SRR33745405_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1729201259	0.0636363636363636	330	2018-CAL-0016	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745406_assembly.fasta	SRR33745406_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
424963441	0.0636363636363636	330	2018-CAL-0016	309	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745407_assembly.fasta	SRR33745407_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
3390645378	0.06060606060606055	330	2018-CAL-0016	310	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33745408_assembly.fasta	SRR33745408_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-CAL-0016	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33916996_assembly.fasta	SRR33916996_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0244	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33917023_assembly.fasta	SRR33917023_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	329	2018-SEQ-0501	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33917025_assembly.fasta	SRR33917025_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.021212121212121238	329	2018-SEQ-0304	323	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR33917028_assembly.fasta	SRR33917028_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.06666666666666665	322	ERR587468	308	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR7962276_assembly.fasta	SRR7962276_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=322)	PASS	D1	Dublin	Kiel|Dublin	Dublin
4104645790	0.048484848484848464	330	SRR1968838	314	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR8333783_assembly.fasta	SRR8333783_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR8767040_assembly.fasta	SRR8767040_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
1460146736	0.045454545454545414	330	SRR1958638	315	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR8952510_assembly.fasta	SRR8952510_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=330)	PASS	D1	Dublin	Kiel|Dublin	Dublin
	0.024242424242424288	328	2018-SEQ-0501	322	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR9016858_assembly.fasta	SRR9016858_assembly	g,p	-	1,9,12[Vi]	FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=328)	FAIL	-	Dublin	Kiel|Dublin|Sylvania	Dublin
	0.018181818181818188	329	2018-SEQ-0351	324	enterica	/scratch/smk459/brazildub/3.0-unicycler_entero/assemblies/SRR9016861_assembly.fasta	SRR9016861_assembly	g,p	-	1,9,12[Vi]	INFO: Number of cgMLST330 loci found (n=329)	PASS	D1	Dublin	Kiel|Dublin	Dublin
